CMDLINE python test_lib_memoryleak.py
MEM 41.902344 1611150236.3999
MEM 41.902344 1611150237.4071
MEM 41.902344 1611150238.4160
MEM 41.902344 1611150239.4244
MEM 41.906250 1611150240.4352
MEM 41.906250 1611150241.4449
MEM 41.906250 1611150242.4549
MEM 41.906250 1611150243.4603
MEM 41.906250 1611150244.4708
MEM 41.906250 1611150245.4768
MEM 41.906250 1611150246.4854
MEM 41.906250 1611150247.4963
MEM 41.906250 1611150248.5066
MEM 41.906250 1611150249.5186
MEM 41.906250 1611150250.5287
MEM 41.906250 1611150251.5381
MEM 41.906250 1611150252.5454
MEM 41.906250 1611150253.5534
MEM 41.917969 1611150254.5637
MEM 41.925781 1611150255.5706
MEM 41.925781 1611150256.5750
MEM 41.925781 1611150257.5833
MEM 41.925781 1611150258.5882
MEM 41.925781 1611150259.5978
MEM 41.925781 1611150260.6034
MEM 41.925781 1611150261.6089
MEM 41.925781 1611150262.6182
MEM 41.925781 1611150263.6250
MEM 41.925781 1611150264.6352
MEM 41.925781 1611150265.6483
MEM 41.925781 1611150266.6554
MEM 41.925781 1611150267.6624
MEM 41.925781 1611150268.6705
MEM 41.925781 1611150269.6808
MEM 41.925781 1611150270.6918
MEM 41.925781 1611150271.7001
MEM 41.925781 1611150272.7113
MEM 41.925781 1611150273.7203
MEM 41.925781 1611150274.7292
MEM 41.925781 1611150275.7402
MEM 41.925781 1611150276.7500
MEM 41.925781 1611150277.7581
MEM 41.925781 1611150278.7672
MEM 41.925781 1611150279.7749
MEM 41.925781 1611150280.7858
MEM 41.925781 1611150281.7926
MEM 41.925781 1611150282.8006
MEM 41.925781 1611150283.8095
MEM 41.925781 1611150284.8170
MEM 41.925781 1611150285.8267
MEM 41.925781 1611150286.8342
MEM 41.929688 1611150287.8441
MEM 41.929688 1611150288.8529
MEM 41.941406 1611150289.8610
MEM 41.941406 1611150290.8685
MEM 41.941406 1611150291.8786
MEM 41.941406 1611150292.8877
MEM 41.941406 1611150293.8979
MEM 41.941406 1611150294.9046
MEM 41.941406 1611150295.9144
MEM 41.949219 1611150296.9236
MEM 41.957031 1611150297.9314
MEM 41.964844 1611150298.9377
MEM 41.968750 1611150299.9479
MEM 41.968750 1611150300.9567
MEM 41.968750 1611150301.9667
MEM 41.968750 1611150302.9765
MEM 41.968750 1611150303.9849
MEM 41.968750 1611150304.9910
MEM 41.968750 1611150306.0006
MEM 41.968750 1611150307.0102
MEM 41.968750 1611150308.0184
MEM 41.968750 1611150309.0282
MEM 41.972656 1611150310.0379
MEM 41.972656 1611150311.0477
MEM 41.972656 1611150312.0540
MEM 41.972656 1611150313.0637
MEM 41.972656 1611150314.0711
MEM 41.972656 1611150315.0810
MEM 41.972656 1611150316.0888
MEM 41.972656 1611150317.0988
MEM 41.972656 1611150318.1086
MEM 41.972656 1611150319.1170
MEM 41.972656 1611150320.1255
MEM 41.980469 1611150321.1341
MEM 41.980469 1611150322.1439
MEM 41.984375 1611150323.1504
MEM 41.984375 1611150324.1579
MEM 41.984375 1611150325.1671
MEM 41.988281 1611150326.1726
MEM 41.996094 1611150327.1797
MEM 41.996094 1611150328.1880
MEM 41.996094 1611150329.1965
MEM 41.996094 1611150330.2061
MEM 41.996094 1611150331.2139
MEM 41.996094 1611150332.2235
MEM 41.996094 1611150333.2337
MEM 41.996094 1611150334.2443
MEM 41.996094 1611150335.2506
MEM 41.996094 1611150336.2603
MEM 41.996094 1611150337.2672
MEM 41.996094 1611150338.2730
MEM 41.996094 1611150339.2805
MEM 41.996094 1611150340.2911
MEM 41.996094 1611150341.3006
MEM 41.996094 1611150342.3071
MEM 41.996094 1611150343.3160
MEM 42.011719 1611150344.3260
MEM 42.011719 1611150345.3343
MEM 42.011719 1611150346.3443
MEM 42.011719 1611150347.3526
MEM 42.011719 1611150348.3577
MEM 42.011719 1611150349.3673
MEM 42.011719 1611150350.3734
MEM 42.011719 1611150351.3803
MEM 42.011719 1611150352.3906
MEM 42.011719 1611150353.4001
MEM 42.011719 1611150354.4071
MEM 42.011719 1611150355.4177
MEM 42.011719 1611150356.4231
MEM 42.015625 1611150357.4297
MEM 42.015625 1611150358.4383
MEM 42.015625 1611150359.4478
MEM 42.015625 1611150360.4554
MEM 42.015625 1611150361.4622
MEM 42.015625 1611150362.4673
MEM 42.015625 1611150363.4747
MEM 42.015625 1611150364.4857
MEM 42.015625 1611150365.4954
MEM 42.015625 1611150366.5019
MEM 42.015625 1611150367.5088
MEM 42.015625 1611150368.5175
MEM 42.015625 1611150369.5252
MEM 42.015625 1611150370.5349
MEM 42.015625 1611150371.5427
MEM 42.015625 1611150372.5520
MEM 42.015625 1611150373.5619
MEM 42.015625 1611150374.5673
MEM 42.015625 1611150375.5756
MEM 42.015625 1611150376.5846
MEM 42.015625 1611150377.5944
MEM 42.015625 1611150378.6009
MEM 42.015625 1611150379.6108
MEM 42.015625 1611150380.6182
MEM 42.015625 1611150381.6243
MEM 42.015625 1611150382.6338
MEM 42.015625 1611150383.6387
MEM 42.015625 1611150384.6487
MEM 42.015625 1611150385.6544
MEM 42.015625 1611150386.6641
MEM 42.015625 1611150387.6730
MEM 42.015625 1611150388.6806
MEM 42.015625 1611150389.6887
MEM 42.015625 1611150390.6958
MEM 42.015625 1611150391.7021
MEM 42.015625 1611150392.7073
MEM 42.015625 1611150393.7133
MEM 42.015625 1611150394.7231
MEM 42.015625 1611150395.7319
MEM 42.015625 1611150396.7430
MEM 42.019531 1611150397.7530
MEM 42.019531 1611150398.7638
MEM 42.019531 1611150399.7689
MEM 42.019531 1611150400.7793
MEM 42.019531 1611150401.7899
MEM 42.019531 1611150402.7956
MEM 42.019531 1611150403.8014
MEM 42.019531 1611150404.8076
MEM 42.019531 1611150405.8166
MEM 42.019531 1611150406.8241
MEM 42.019531 1611150407.8355
MEM 42.019531 1611150408.8407
MEM 42.019531 1611150409.8484
MEM 42.019531 1611150410.8563
MEM 42.019531 1611150411.8616
MEM 42.019531 1611150412.8703
MEM 42.019531 1611150413.8796
MEM 42.019531 1611150414.8916
MEM 42.019531 1611150415.8989
MEM 42.019531 1611150416.9088
MEM 42.019531 1611150417.9185
MEM 42.019531 1611150418.9268
MEM 42.019531 1611150419.9355
MEM 42.019531 1611150420.9407
MEM 42.019531 1611150421.9487
MEM 42.019531 1611150422.9541
MEM 42.019531 1611150423.9647
MEM 42.019531 1611150424.9726
MEM 42.019531 1611150425.9808
MEM 42.019531 1611150426.9915
MEM 42.019531 1611150427.9988
MEM 42.019531 1611150429.0078
MEM 42.019531 1611150430.0154
MEM 42.019531 1611150431.0224
MEM 42.019531 1611150432.0313
MEM 42.019531 1611150433.0403
MEM 42.023438 1611150434.0466
MEM 42.023438 1611150435.0522
MEM 42.023438 1611150436.0628
MEM 42.023438 1611150437.0687
MEM 42.023438 1611150438.0749
MEM 42.023438 1611150439.0818
MEM 42.023438 1611150440.0911
MEM 42.023438 1611150441.0988
MEM 42.023438 1611150442.1090
MEM 42.023438 1611150443.1185
MEM 42.023438 1611150444.1238
MEM 42.023438 1611150445.1299
MEM 42.023438 1611150446.1397
MEM 42.023438 1611150447.1454
MEM 42.023438 1611150448.1518
MEM 42.023438 1611150449.1591
MEM 42.023438 1611150450.1690
MEM 42.023438 1611150451.1758
MEM 42.023438 1611150452.1855
MEM 42.023438 1611150453.1923
MEM 42.023438 1611150454.2029
MEM 42.023438 1611150455.2123
MEM 42.023438 1611150456.2186
MEM 42.023438 1611150457.2302
MEM 42.023438 1611150458.2408
MEM 42.023438 1611150459.2503
MEM 42.023438 1611150460.2602
MEM 42.023438 1611150461.2702
MEM 42.023438 1611150462.2773
MEM 42.023438 1611150463.2863
MEM 42.023438 1611150464.2922
MEM 42.023438 1611150465.3036
MEM 42.023438 1611150466.3113
MEM 42.023438 1611150467.3190
MEM 41.960938 1611150468.3282
MEM 41.960938 1611150469.3371
MEM 41.960938 1611150470.3429
MEM 41.960938 1611150471.3530
MEM 41.960938 1611150472.3599
MEM 41.960938 1611150473.3687
MEM 41.960938 1611150474.3782
MEM 41.960938 1611150475.3862
MEM 41.960938 1611150476.3935
MEM 41.960938 1611150477.4036
MEM 41.960938 1611150478.4114
MEM 41.960938 1611150479.4210
MEM 41.960938 1611150480.4311
MEM 41.960938 1611150481.4406
MEM 41.960938 1611150482.4461
MEM 41.960938 1611150483.4527
MEM 41.960938 1611150484.4588
MEM 41.960938 1611150485.4674
MEM 41.960938 1611150486.4734
MEM 41.960938 1611150487.4813
MEM 41.960938 1611150488.4913
MEM 41.960938 1611150489.4968
MEM 41.960938 1611150490.5022
MEM 41.960938 1611150491.5115
MEM 41.960938 1611150492.5188
MEM 41.960938 1611150493.5255
MEM 41.960938 1611150494.5365
MEM 41.960938 1611150495.5464
MEM 41.960938 1611150496.5549
MEM 41.960938 1611150497.5630
MEM 41.960938 1611150498.5697
MEM 41.960938 1611150499.5784
MEM 41.960938 1611150500.5859
MEM 41.960938 1611150501.5966
MEM 41.960938 1611150502.6032
MEM 41.960938 1611150503.6097
MEM 41.960938 1611150504.6190
MEM 41.960938 1611150505.6295
MEM 41.960938 1611150506.6386
MEM 41.960938 1611150507.6486
MEM 41.960938 1611150508.6558
MEM 41.960938 1611150509.6632
MEM 41.960938 1611150510.6734
MEM 41.964844 1611150511.6816
MEM 41.964844 1611150512.6918
MEM 41.964844 1611150513.6977
MEM 41.964844 1611150514.7027
MEM 41.964844 1611150515.7124
MEM 41.964844 1611150516.7209
MEM 41.964844 1611150517.7322
MEM 41.964844 1611150518.7418
MEM 41.964844 1611150519.7486
MEM 41.964844 1611150520.7539
MEM 41.964844 1611150521.7622
MEM 41.964844 1611150522.7693
MEM 41.964844 1611150523.7749
MEM 41.964844 1611150524.7813
MEM 41.964844 1611150525.7906
MEM 41.964844 1611150526.7956
MEM 41.964844 1611150527.8042
MEM 41.964844 1611150528.8107
MEM 41.964844 1611150529.8201
MEM 41.964844 1611150530.8297
MEM 41.968750 1611150531.8381
MEM 41.968750 1611150532.8456
MEM 41.968750 1611150533.8535
MEM 41.972656 1611150534.8620
MEM 41.972656 1611150535.8707
MEM 41.972656 1611150536.8783
MEM 41.972656 1611150537.8875
MEM 41.972656 1611150538.8949
MEM 41.972656 1611150539.9029
MEM 41.972656 1611150540.9115
MEM 41.972656 1611150541.9195
MEM 41.972656 1611150542.9291
MEM 41.972656 1611150543.9370
MEM 41.972656 1611150544.9449
MEM 41.972656 1611150545.9531
MEM 41.972656 1611150546.9617
MEM 41.972656 1611150547.9712
MEM 41.972656 1611150548.9775
MEM 41.972656 1611150549.9877
MEM 41.972656 1611150550.9949
MEM 41.972656 1611150552.0038
MEM 41.972656 1611150553.0090
MEM 41.976562 1611150554.0179
MEM 41.976562 1611150555.0263
MEM 41.976562 1611150556.0347
MEM 41.976562 1611150557.0437
MEM 41.976562 1611150558.0533
MEM 41.976562 1611150559.0585
MEM 41.976562 1611150560.0643
MEM 41.976562 1611150561.0694
MEM 41.976562 1611150562.0765
MEM 41.976562 1611150563.0854
MEM 41.976562 1611150564.0909
MEM 41.976562 1611150565.0986
MEM 41.976562 1611150566.1046
MEM 41.976562 1611150567.1132
MEM 41.976562 1611150568.1198
MEM 41.976562 1611150569.1275
MEM 41.976562 1611150570.1370
MEM 41.976562 1611150571.1438
MEM 41.976562 1611150572.1533
MEM 41.980469 1611150573.1636
MEM 42.007812 1611150574.1712
MEM 42.007812 1611150575.1796
MEM 42.007812 1611150576.1871
MEM 42.007812 1611150577.1963
MEM 42.007812 1611150578.2032
MEM 42.007812 1611150579.2118
MEM 42.007812 1611150580.2199
MEM 42.007812 1611150581.2277
MEM 42.007812 1611150582.2381
MEM 42.007812 1611150583.2448
MEM 42.007812 1611150584.2534
MEM 42.007812 1611150585.2602
MEM 42.007812 1611150586.2700
MEM 42.007812 1611150587.2774
MEM 42.007812 1611150588.2867
MEM 42.007812 1611150589.2921
MEM 42.007812 1611150590.2996
MEM 42.007812 1611150591.3064
MEM 42.007812 1611150592.3160
MEM 42.007812 1611150593.3239
MEM 42.007812 1611150594.3342
MEM 42.007812 1611150595.3431
MEM 42.007812 1611150596.3493
MEM 42.007812 1611150597.3590
MEM 42.007812 1611150598.3660
MEM 42.007812 1611150599.3763
MEM 42.007812 1611150600.3863
MEM 42.007812 1611150601.3920
MEM 42.007812 1611150602.3992
MEM 42.007812 1611150603.4091
MEM 42.007812 1611150604.4189
MEM 42.007812 1611150605.4288
MEM 42.007812 1611150606.4371
MEM 42.007812 1611150607.4439
MEM 42.007812 1611150608.4537
MEM 42.007812 1611150609.4592
MEM 42.007812 1611150610.4691
MEM 42.007812 1611150611.4768
MEM 42.007812 1611150612.4827
MEM 42.007812 1611150613.4921
MEM 42.007812 1611150614.4973
MEM 42.007812 1611150615.5058
MEM 42.007812 1611150616.5169
MEM 42.007812 1611150617.5230
MEM 42.007812 1611150618.5331
MEM 42.007812 1611150619.5428
MEM 42.007812 1611150620.5517
MEM 42.007812 1611150621.5578
MEM 42.007812 1611150622.5675
MEM 42.007812 1611150623.5762
MEM 42.007812 1611150624.5857
MEM 42.011719 1611150625.5929
MEM 42.019531 1611150626.6027
MEM 42.019531 1611150627.6097
MEM 42.023438 1611150628.6182
MEM 42.023438 1611150629.6272
MEM 42.039062 1611150630.6319
MEM 42.039062 1611150631.6425
MEM 42.046875 1611150632.6542
MEM 42.046875 1611150633.6604
MEM 42.046875 1611150634.6675
MEM 42.058594 1611150635.6739
MEM 42.058594 1611150636.6839
MEM 42.058594 1611150637.6920
MEM 42.058594 1611150638.6999
MEM 42.062500 1611150639.7097
MEM 42.066406 1611150640.7144
MEM 42.007812 1611150641.7211
MEM 42.007812 1611150642.7280
MEM 42.007812 1611150643.7377
MEM 42.007812 1611150644.7442
MEM 42.007812 1611150645.7551
MEM 42.007812 1611150646.7650
MEM 42.007812 1611150647.7716
MEM 42.007812 1611150648.7769
MEM 42.007812 1611150649.7837
MEM 42.007812 1611150650.7933
MEM 42.007812 1611150651.8022
MEM 42.007812 1611150652.8115
MEM 42.007812 1611150653.8207
MEM 42.007812 1611150654.8282
MEM 42.007812 1611150655.8390
MEM 42.007812 1611150656.8493
MEM 42.007812 1611150657.8579
MEM 42.007812 1611150658.8689
MEM 42.007812 1611150659.8751
MEM 42.007812 1611150660.8816
MEM 42.007812 1611150661.8879
MEM 42.007812 1611150662.8976
MEM 42.007812 1611150663.9044
MEM 42.007812 1611150664.9127
MEM 42.007812 1611150665.9212
MEM 42.007812 1611150666.9302
MEM 42.007812 1611150667.9386
MEM 42.007812 1611150668.9465
MEM 42.007812 1611150669.9547
MEM 42.007812 1611150670.9628
MEM 42.007812 1611150671.9732
MEM 42.007812 1611150672.9832
MEM 42.007812 1611150673.9918
MEM 42.007812 1611150675.0004
MEM 42.007812 1611150676.0074
MEM 42.007812 1611150677.0171
MEM 42.007812 1611150678.0244
MEM 42.007812 1611150679.0309
MEM 42.007812 1611150680.0410
MEM 42.007812 1611150681.0510
MEM 42.007812 1611150682.0580
MEM 42.007812 1611150683.0631
MEM 42.007812 1611150684.0721
MEM 42.007812 1611150685.0801
MEM 42.007812 1611150686.0881
MEM 42.007812 1611150687.0952
MEM 42.007812 1611150688.1053
MEM 42.007812 1611150689.1101
MEM 42.007812 1611150690.1214
MEM 42.007812 1611150691.1296
MEM 42.007812 1611150692.1382
MEM 42.007812 1611150693.1474
MEM 42.007812 1611150694.1546
MEM 42.007812 1611150695.1616
MEM 42.007812 1611150696.1714
MEM 42.007812 1611150697.1814
MEM 42.007812 1611150698.1883
MEM 42.007812 1611150699.1953
MEM 42.007812 1611150700.2046
MEM 42.007812 1611150701.2129
MEM 42.007812 1611150702.2211
MEM 42.007812 1611150703.2264
MEM 42.007812 1611150704.2318
MEM 42.007812 1611150705.2384
MEM 42.007812 1611150706.2478
MEM 42.007812 1611150707.2555
MEM 42.007812 1611150708.2621
MEM 42.007812 1611150709.2711
MEM 42.007812 1611150710.2795
MEM 42.007812 1611150711.2882
MEM 42.011719 1611150712.2942
MEM 42.011719 1611150713.3047
MEM 42.011719 1611150714.3107
MEM 42.011719 1611150715.3160
MEM 42.011719 1611150716.3212
MEM 42.011719 1611150717.3263
MEM 42.011719 1611150718.3353
MEM 42.011719 1611150719.3423
MEM 42.011719 1611150720.3479
MEM 42.011719 1611150721.3563
MEM 42.011719 1611150722.3641
MEM 42.011719 1611150723.3736
MEM 42.011719 1611150724.3811
MEM 42.011719 1611150725.3900
MEM 42.011719 1611150726.3946
MEM 42.011719 1611150727.4042
MEM 42.011719 1611150728.4142
MEM 42.011719 1611150729.4215
MEM 42.011719 1611150730.4296
MEM 42.011719 1611150731.4389
MEM 42.011719 1611150732.4469
MEM 42.011719 1611150733.4564
MEM 42.011719 1611150734.4667
MEM 42.011719 1611150735.4718
MEM 42.011719 1611150736.4828
MEM 42.011719 1611150737.4929
MEM 42.011719 1611150738.5014
MEM 42.011719 1611150739.5087
MEM 42.011719 1611150740.5187
MEM 42.011719 1611150741.5264
MEM 42.011719 1611150742.5324
MEM 42.011719 1611150743.5421
MEM 42.011719 1611150744.5477
MEM 42.011719 1611150745.5567
MEM 42.011719 1611150746.5628
MEM 42.011719 1611150747.5720
MEM 42.011719 1611150748.5771
MEM 42.011719 1611150749.5876
MEM 42.011719 1611150750.5975
MEM 42.011719 1611150751.6053
MEM 42.011719 1611150752.6106
MEM 42.011719 1611150753.6197
MEM 42.011719 1611150754.6249
MEM 42.011719 1611150755.6333
MEM 42.011719 1611150756.6430
MEM 42.011719 1611150757.6510
MEM 42.011719 1611150758.6573
MEM 42.011719 1611150759.6633
MEM 42.011719 1611150760.6706
MEM 42.011719 1611150761.6759
MEM 42.011719 1611150762.6846
MEM 42.011719 1611150763.6932
MEM 42.011719 1611150764.7020
MEM 42.011719 1611150765.7096
MEM 42.011719 1611150766.7199
MEM 42.011719 1611150767.7298
MEM 42.011719 1611150768.7401
MEM 42.011719 1611150769.7460
MEM 42.011719 1611150770.7552
MEM 42.011719 1611150771.7628
MEM 42.011719 1611150772.7716
MEM 42.011719 1611150773.7813
MEM 42.011719 1611150774.7893
MEM 42.011719 1611150775.7986
MEM 42.011719 1611150776.8052
MEM 42.011719 1611150777.8106
MEM 42.011719 1611150778.8171
MEM 42.011719 1611150779.8228
MEM 42.011719 1611150780.8292
MEM 42.011719 1611150781.8403
MEM 42.011719 1611150782.8489
MEM 42.011719 1611150783.8557
MEM 42.011719 1611150784.8631
MEM 42.011719 1611150785.8725
MEM 42.011719 1611150786.8813
MEM 42.011719 1611150787.8892
MEM 42.011719 1611150788.8957
MEM 42.011719 1611150789.9063
MEM 42.011719 1611150790.9134
MEM 42.011719 1611150791.9237
MEM 42.011719 1611150792.9304
MEM 42.011719 1611150793.9391
MEM 42.011719 1611150794.9484
MEM 42.011719 1611150795.9568
MEM 42.011719 1611150796.9630
MEM 42.011719 1611150797.9745
MEM 42.011719 1611150798.9802
MEM 42.019531 1611150799.9892
MEM 42.023438 1611150800.9989
MEM 42.031250 1611150802.0065
MEM 42.031250 1611150803.0122
MEM 42.042969 1611150804.0234
MEM 42.046875 1611150805.0326
MEM 42.046875 1611150806.0393
MEM 42.050781 1611150807.0499
MEM 42.050781 1611150808.0604
MEM 42.062500 1611150809.0665
MEM 42.062500 1611150810.0728
MEM 42.066406 1611150811.0828
MEM 42.066406 1611150812.0906
MEM 42.070312 1611150813.1007
MEM 42.078125 1611150814.1056
MEM 42.078125 1611150815.1155
MEM 42.078125 1611150816.1225
MEM 42.078125 1611150817.1275
MEM 42.078125 1611150818.1350
MEM 42.078125 1611150819.1438
MEM 42.078125 1611150820.1534
MEM 42.078125 1611150821.1634
MEM 42.078125 1611150822.1726
MEM 42.078125 1611150823.1832
MEM 42.078125 1611150824.1893
MEM 42.078125 1611150825.1970
MEM 42.078125 1611150826.2063
MEM 42.078125 1611150827.2150
MEM 42.078125 1611150828.2240
MEM 42.078125 1611150829.2317
MEM 42.078125 1611150830.2405
MEM 42.078125 1611150831.2519
MEM 42.078125 1611150832.2574
MEM 42.078125 1611150833.2644
MEM 42.078125 1611150834.2725
MEM 42.078125 1611150835.2784
MEM 42.078125 1611150836.2869
MEM 42.078125 1611150837.2935
MEM 42.078125 1611150838.2989
MEM 42.078125 1611150839.3065
MEM 42.078125 1611150840.3142
MEM 42.078125 1611150841.3236
MEM 42.078125 1611150842.3350
MEM 42.078125 1611150843.3443
MEM 42.078125 1611150844.3501
MEM 42.078125 1611150845.3593
MEM 42.078125 1611150846.3651
MEM 42.078125 1611150847.3730
MEM 42.078125 1611150848.3836
MEM 42.078125 1611150849.3896
MEM 42.078125 1611150850.3998
MEM 42.078125 1611150851.4062
MEM 42.078125 1611150852.4142
MEM 42.078125 1611150853.4231
MEM 42.078125 1611150854.4284
MEM 42.078125 1611150855.4399
MEM 42.078125 1611150856.4497
MEM 42.078125 1611150857.4561
MEM 42.078125 1611150858.4650
MEM 42.078125 1611150859.4735
MEM 42.078125 1611150860.4832
MEM 42.078125 1611150861.4904
MEM 42.078125 1611150862.4948
MEM 42.078125 1611150863.5005
MEM 42.085938 1611150864.5086
MEM 42.085938 1611150865.5169
MEM 42.085938 1611150866.5263
MEM 42.085938 1611150867.5314
MEM 42.085938 1611150868.5418
MEM 42.085938 1611150869.5475
MEM 42.085938 1611150870.5524
MEM 42.085938 1611150871.5621
MEM 42.085938 1611150872.5682
MEM 42.085938 1611150873.5778
MEM 42.085938 1611150874.5845
MEM 42.085938 1611150875.5943
MEM 42.085938 1611150876.6006
MEM 42.085938 1611150877.6103
MEM 42.085938 1611150878.6167
MEM 42.085938 1611150879.6268
MEM 42.085938 1611150880.6335
MEM 42.085938 1611150881.6385
MEM 42.085938 1611150882.6453
MEM 42.085938 1611150883.6507
MEM 42.085938 1611150884.6568
MEM 42.085938 1611150885.6657
MEM 42.085938 1611150886.6716
MEM 42.085938 1611150887.6778
MEM 42.085938 1611150888.6888
MEM 42.085938 1611150889.6959
MEM 42.085938 1611150890.7073
MEM 42.085938 1611150891.7167
MEM 42.085938 1611150892.7254
MEM 42.085938 1611150893.7321
MEM 42.085938 1611150894.7428
MEM 42.085938 1611150895.7485
MEM 42.085938 1611150896.7576
MEM 42.085938 1611150897.7650
MEM 42.085938 1611150898.7753
MEM 42.085938 1611150899.7845
MEM 42.085938 1611150900.7934
MEM 42.085938 1611150901.7998
MEM 42.085938 1611150902.8097
MEM 42.085938 1611150903.8161
MEM 42.089844 1611150904.8255
MEM 42.089844 1611150905.8317
MEM 42.089844 1611150906.8415
MEM 42.089844 1611150907.8480
MEM 42.089844 1611150908.8537
MEM 42.089844 1611150909.8586
MEM 42.089844 1611150910.8646
MEM 42.089844 1611150911.8707
MEM 42.089844 1611150912.8783
MEM 42.089844 1611150913.8859
MEM 42.089844 1611150914.8925
MEM 42.089844 1611150915.8980
MEM 42.089844 1611150916.9062
MEM 42.089844 1611150917.9154
MEM 42.089844 1611150918.9250
MEM 42.089844 1611150919.9332
MEM 42.089844 1611150920.9412
MEM 42.089844 1611150921.9483
MEM 42.089844 1611150922.9544
MEM 42.089844 1611150923.9635
MEM 42.089844 1611150924.9707
MEM 42.089844 1611150925.9795
MEM 42.089844 1611150926.9895
MEM 42.089844 1611150927.9993
MEM 42.089844 1611150929.0074
MEM 42.089844 1611150930.0157
MEM 42.089844 1611150931.0208
MEM 42.089844 1611150932.0266
MEM 42.089844 1611150933.0386
MEM 42.089844 1611150934.0490
MEM 42.089844 1611150935.0596
MEM 42.089844 1611150936.0647
MEM 42.089844 1611150937.0699
MEM 42.089844 1611150938.0750
MEM 42.089844 1611150939.0820
MEM 42.089844 1611150940.0922
MEM 42.089844 1611150941.0983
MEM 42.089844 1611150942.1051
MEM 42.089844 1611150943.1150
MEM 42.089844 1611150944.1216
MEM 42.089844 1611150945.1286
MEM 42.089844 1611150946.1365
MEM 42.089844 1611150947.1430
MEM 42.089844 1611150948.1497
MEM 42.089844 1611150949.1583
MEM 42.089844 1611150950.1663
MEM 42.089844 1611150951.1724
MEM 42.089844 1611150952.1822
MEM 42.089844 1611150953.1890
MEM 42.089844 1611150954.1988
MEM 42.089844 1611150955.2080
MEM 42.089844 1611150956.2150
MEM 42.089844 1611150957.2271
MEM 42.089844 1611150958.2365
MEM 42.089844 1611150959.2420
MEM 42.089844 1611150960.2493
MEM 42.089844 1611150961.2575
MEM 42.089844 1611150962.2681
MEM 42.089844 1611150963.2746
MEM 42.089844 1611150964.2822
MEM 42.089844 1611150965.2924
MEM 42.089844 1611150966.3010
MEM 42.089844 1611150967.3090
MEM 42.089844 1611150968.3158
MEM 42.089844 1611150969.3230
MEM 42.089844 1611150970.3321
MEM 42.089844 1611150971.3392
MEM 42.089844 1611150972.3490
MEM 42.089844 1611150973.3574
MEM 42.089844 1611150974.3650
MEM 42.089844 1611150975.3725
MEM 42.089844 1611150976.3834
MEM 42.089844 1611150977.3927
MEM 42.089844 1611150978.4016
MEM 42.089844 1611150979.4094
MEM 42.089844 1611150980.4184
MEM 42.089844 1611150981.4287
MEM 42.089844 1611150982.4364
MEM 42.089844 1611150983.4455
MEM 42.089844 1611150984.4557
MEM 42.089844 1611150985.4655
MEM 42.089844 1611150986.4727
MEM 42.097656 1611150987.4824
MEM 42.097656 1611150988.4888
MEM 42.101562 1611150989.4977
MEM 42.101562 1611150990.5032
MEM 42.101562 1611150991.5135
MEM 42.101562 1611150992.5234
MEM 42.101562 1611150993.5349
MEM 42.101562 1611150994.5411
MEM 42.101562 1611150995.5493
MEM 42.101562 1611150996.5562
MEM 42.101562 1611150997.5660
MEM 42.101562 1611150998.5750
MEM 42.101562 1611150999.5832
MEM 42.101562 1611151000.5902
MEM 42.101562 1611151001.6014
MEM 42.101562 1611151002.6136
MEM 42.101562 1611151003.6229
MEM 42.101562 1611151004.6329
MEM 42.101562 1611151005.6408
MEM 42.101562 1611151006.6493
MEM 42.101562 1611151007.6556
MEM 42.101562 1611151008.6674
MEM 42.101562 1611151009.6736
MEM 42.101562 1611151010.6849
MEM 42.101562 1611151011.6914
MEM 42.101562 1611151012.6996
MEM 42.101562 1611151013.7077
MEM 42.101562 1611151014.7161
MEM 42.101562 1611151015.7243
MEM 42.101562 1611151016.7328
MEM 42.101562 1611151017.7413
MEM 42.101562 1611151018.7513
MEM 42.101562 1611151019.7599
MEM 42.101562 1611151020.7691
MEM 42.101562 1611151021.7787
MEM 42.101562 1611151022.7873
MEM 42.101562 1611151023.7937
MEM 42.101562 1611151024.7997
MEM 42.101562 1611151025.8050
MEM 42.101562 1611151026.8106
MEM 42.101562 1611151027.8171
MEM 42.101562 1611151028.8242
MEM 42.101562 1611151029.8331
MEM 42.101562 1611151030.8412
MEM 42.101562 1611151031.8519
MEM 42.101562 1611151032.8587
MEM 42.101562 1611151033.8676
MEM 42.101562 1611151034.8774
MEM 42.101562 1611151035.8870
MEM 42.101562 1611151036.8939
MEM 42.101562 1611151037.8993
MEM 42.101562 1611151038.9050
MEM 42.101562 1611151039.9150
MEM 42.101562 1611151040.9212
MEM 42.101562 1611151041.9310
MEM 42.101562 1611151042.9372
MEM 42.101562 1611151043.9475
MEM 42.101562 1611151044.9554
MEM 42.101562 1611151045.9653
MEM 42.101562 1611151046.9718
MEM 42.101562 1611151047.9778
MEM 42.101562 1611151048.9872
MEM 42.101562 1611151049.9951
MEM 42.101562 1611151051.0044
MEM 42.101562 1611151052.0140
MEM 42.101562 1611151053.0218
MEM 42.101562 1611151054.0315
MEM 42.101562 1611151055.0373
MEM 42.101562 1611151056.0448
MEM 42.101562 1611151057.0494
MEM 42.101562 1611151058.0543
MEM 42.101562 1611151059.0602
MEM 42.101562 1611151060.0666
MEM 42.101562 1611151061.0715
MEM 42.101562 1611151062.0814
MEM 42.101562 1611151063.0873
MEM 42.101562 1611151064.0972
