CMDLINE python test_lib_memoryleak.py
MEM 42.492188 1611226651.4689
MEM 42.492188 1611226661.4764
MEM 42.492188 1611226671.4858
MEM 42.492188 1611226681.4952
MEM 42.492188 1611226691.5027
MEM 42.492188 1611226701.5077
MEM 42.500000 1611226711.5142
MEM 42.500000 1611226721.5240
MEM 42.507812 1611226731.5326
MEM 42.507812 1611226741.5424
MEM 42.507812 1611226751.5522
MEM 42.507812 1611226761.5577
MEM 42.507812 1611226771.5671
MEM 42.515625 1611226781.5767
MEM 42.515625 1611226791.5865
MEM 42.515625 1611226801.5968
MEM 42.519531 1611226811.6067
MEM 42.523438 1611226821.6134
MEM 42.523438 1611226831.6241
MEM 42.527344 1611226841.6317
MEM 42.527344 1611226851.6401
MEM 42.527344 1611226861.6483
MEM 42.527344 1611226871.6578
MEM 42.531250 1611226881.6675
MEM 42.531250 1611226891.6743
MEM 42.531250 1611226901.6797
MEM 42.531250 1611226911.6896
MEM 42.535156 1611226921.6967
MEM 42.574219 1611226931.7063
MEM 42.574219 1611226941.7148
MEM 42.574219 1611226951.7245
MEM 42.574219 1611226961.7320
MEM 42.574219 1611226971.7413
MEM 42.574219 1611226981.7468
MEM 42.574219 1611226991.7542
MEM 42.574219 1611227001.7598
MEM 42.574219 1611227011.7673
MEM 42.585938 1611227021.7752
MEM 42.601562 1611227031.7851
MEM 42.601562 1611227041.7918
MEM 42.613281 1611227051.8000
MEM 42.613281 1611227061.8091
MEM 42.613281 1611227071.8185
MEM 42.675781 1611227081.8260
MEM 42.679688 1611227091.8351
MEM 42.679688 1611227101.8436
MEM 42.707031 1611227111.8502
MEM 42.714844 1611227121.8594
MEM 42.757812 1611227131.8693
MEM 42.757812 1611227141.8766
MEM 42.765625 1611227151.8856
MEM 42.765625 1611227161.8935
MEM 42.765625 1611227171.9018
MEM 42.765625 1611227181.9105
MEM 42.765625 1611227191.9177
MEM 42.765625 1611227201.9274
MEM 42.765625 1611227211.9333
MEM 42.765625 1611227221.9418
MEM 42.765625 1611227231.9497
MEM 42.765625 1611227241.9597
MEM 42.765625 1611227251.9678
MEM 42.769531 1611227261.9726
MEM 42.781250 1611227271.9823
MEM 42.816406 1611227281.9919
MEM 42.843750 1611227292.0048
MEM 42.851562 1611227302.0157
MEM 42.851562 1611227312.0291
MEM 42.859375 1611227322.0438
MEM 42.859375 1611227332.0551
MEM 42.859375 1611227342.0650
MEM 42.859375 1611227352.0797
MEM 42.859375 1611227362.0922
MEM 42.859375 1611227372.1063
MEM 42.859375 1611227382.1156
MEM 42.859375 1611227392.1299
MEM 42.859375 1611227402.1439
MEM 42.859375 1611227412.1568
MEM 42.859375 1611227422.1664
MEM 42.859375 1611227432.1801
MEM 42.859375 1611227442.1907
MEM 42.859375 1611227452.1971
MEM 42.859375 1611227462.2046
MEM 42.859375 1611227472.2140
MEM 42.859375 1611227482.2264
MEM 42.859375 1611227492.2358
MEM 42.859375 1611227502.2476
MEM 42.859375 1611227512.2595
MEM 42.859375 1611227522.2733
MEM 42.859375 1611227532.2853
MEM 42.859375 1611227542.2980
MEM 42.859375 1611227552.3075
MEM 42.859375 1611227562.3172
MEM 42.859375 1611227572.3306
MEM 42.859375 1611227582.3409
MEM 42.859375 1611227592.3489
MEM 42.859375 1611227602.3572
MEM 42.859375 1611227612.3710
MEM 42.859375 1611227622.3826
MEM 42.859375 1611227632.3888
MEM 42.859375 1611227642.3993
MEM 42.859375 1611227652.4050
MEM 42.882812 1611227662.4160
MEM 42.925781 1611227672.4227
MEM 42.953125 1611227682.4374
MEM 42.968750 1611227692.4499
MEM 42.968750 1611227702.4593
MEM 42.968750 1611227712.4725
MEM 42.968750 1611227722.4840
MEM 42.972656 1611227732.4988
MEM 43.007812 1611227742.5041
MEM 43.019531 1611227752.5172
MEM 43.019531 1611227762.5319
MEM 43.039062 1611227772.5404
MEM 43.046875 1611227782.5509
MEM 43.046875 1611227792.5568
MEM 43.046875 1611227802.5681
MEM 43.046875 1611227812.5832
MEM 43.046875 1611227822.5890
MEM 43.046875 1611227832.6016
MEM 43.046875 1611227842.6083
MEM 43.046875 1611227852.6189
MEM 43.046875 1611227862.6335
MEM 43.046875 1611227872.6420
MEM 43.054688 1611227882.6532
MEM 43.054688 1611227892.6631
MEM 43.054688 1611227902.6743
MEM 43.054688 1611227912.6861
MEM 43.054688 1611227922.6989
MEM 43.054688 1611227932.7098
MEM 43.054688 1611227942.7194
MEM 43.058594 1611227952.7296
MEM 43.058594 1611227962.7408
MEM 43.058594 1611227972.7533
MEM 43.058594 1611227982.7636
MEM 43.058594 1611227992.7658
MEM 43.058594 1611228002.7741
MEM 43.058594 1611228012.7851
MEM 43.058594 1611228022.7952
MEM 43.058594 1611228032.8023
MEM 43.058594 1611228042.8162
MEM 43.058594 1611228052.8281
MEM 43.058594 1611228062.8358
MEM 43.058594 1611228072.8451
MEM 43.058594 1611228082.8599
MEM 43.058594 1611228092.8697
MEM 43.058594 1611228102.8833
MEM 43.058594 1611228112.8959
MEM 43.058594 1611228122.9035
MEM 43.058594 1611228132.9128
MEM 43.058594 1611228142.9275
MEM 43.093750 1611228152.9375
MEM 43.093750 1611228162.9493
MEM 43.210938 1611228172.9630
MEM 43.210938 1611228182.9714
MEM 43.210938 1611228192.9840
MEM 43.210938 1611228202.9969
MEM 43.210938 1611228213.0120
MEM 43.210938 1611228223.0275
MEM 43.210938 1611228233.0348
MEM 43.210938 1611228243.0474
MEM 43.210938 1611228253.0622
MEM 43.218750 1611228263.0732
MEM 43.265625 1611228273.0853
MEM 43.269531 1611228283.0981
MEM 43.269531 1611228293.1118
MEM 43.269531 1611228303.1197
MEM 43.269531 1611228313.1327
MEM 43.269531 1611228323.1456
MEM 43.269531 1611228333.1511
MEM 43.328125 1611228343.1654
MEM 43.355469 1611228353.1774
MEM 43.355469 1611228363.1865
MEM 43.355469 1611228373.1993
MEM 43.355469 1611228383.2090
MEM 43.355469 1611228393.2179
MEM 43.355469 1611228403.2287
MEM 43.355469 1611228413.2427
MEM 43.355469 1611228423.2539
MEM 43.355469 1611228433.2622
MEM 43.359375 1611228443.2688
MEM 43.359375 1611228453.2787
MEM 43.359375 1611228463.2882
MEM 43.359375 1611228473.2964
MEM 43.359375 1611228483.3048
MEM 43.359375 1611228493.3141
MEM 43.359375 1611228503.3224
MEM 43.359375 1611228513.3306
MEM 43.359375 1611228523.3400
MEM 43.359375 1611228533.3486
MEM 43.359375 1611228543.3559
MEM 43.359375 1611228553.3640
MEM 43.363281 1611228563.3692
MEM 43.363281 1611228573.3790
MEM 43.398438 1611228583.3860
MEM 43.421875 1611228593.3938
MEM 43.421875 1611228603.4016
MEM 43.421875 1611228613.4074
MEM 43.421875 1611228623.4164
MEM 43.421875 1611228633.4239
MEM 43.421875 1611228643.4325
MEM 43.421875 1611228653.4417
MEM 43.421875 1611228663.4502
MEM 43.421875 1611228673.4602
MEM 43.421875 1611228683.4699
MEM 43.421875 1611228693.4776
MEM 43.421875 1611228703.4864
MEM 43.421875 1611228713.4947
MEM 43.421875 1611228723.5029
MEM 43.421875 1611228733.5124
MEM 43.421875 1611228743.5211
MEM 43.421875 1611228753.5287
MEM 43.421875 1611228763.5376
MEM 43.421875 1611228773.5488
MEM 43.347656 1611228783.5542
MEM 43.347656 1611228793.5632
MEM 43.347656 1611228803.5725
MEM 43.347656 1611228813.5840
MEM 43.347656 1611228823.5971
MEM 43.347656 1611228833.6116
MEM 43.347656 1611228843.6221
MEM 43.347656 1611228853.6292
MEM 43.347656 1611228863.6384
MEM 43.347656 1611228873.6441
MEM 43.347656 1611228883.6519
MEM 43.347656 1611228893.6598
MEM 43.347656 1611228903.6682
MEM 43.347656 1611228913.6776
MEM 43.347656 1611228923.6861
MEM 43.359375 1611228933.6958
MEM 43.398438 1611228943.7041
MEM 43.347656 1611228953.7132
MEM 43.347656 1611228963.7220
MEM 43.347656 1611228973.7309
MEM 43.347656 1611228983.7407
MEM 43.347656 1611228993.7458
MEM 43.347656 1611229003.7544
MEM 43.347656 1611229013.7652
MEM 43.347656 1611229023.7743
MEM 43.347656 1611229033.7831
MEM 43.347656 1611229043.7913
MEM 43.347656 1611229053.8023
MEM 43.347656 1611229063.8111
MEM 43.347656 1611229073.8208
MEM 43.347656 1611229083.8298
MEM 43.347656 1611229093.8402
MEM 43.359375 1611229103.8498
MEM 43.398438 1611229113.8554
MEM 43.417969 1611229123.8647
MEM 43.417969 1611229133.8731
MEM 43.417969 1611229143.8829
MEM 43.417969 1611229153.8933
MEM 43.417969 1611229163.9000
MEM 43.417969 1611229173.9055
MEM 43.417969 1611229183.9144
MEM 43.417969 1611229193.9228
MEM 43.417969 1611229203.9327
MEM 43.417969 1611229213.9404
MEM 43.417969 1611229223.9494
MEM 43.417969 1611229233.9572
MEM 43.417969 1611229243.9662
MEM 43.417969 1611229253.9744
MEM 43.417969 1611229263.9823
MEM 43.417969 1611229273.9906
MEM 43.417969 1611229283.9988
MEM 43.417969 1611229294.0075
MEM 43.417969 1611229304.0173
MEM 43.417969 1611229314.0262
MEM 43.417969 1611229324.0370
MEM 43.417969 1611229334.0455
MEM 43.417969 1611229344.0534
MEM 43.417969 1611229354.0593
MEM 43.417969 1611229364.0688
MEM 43.417969 1611229374.0770
MEM 43.417969 1611229384.0876
MEM 43.417969 1611229394.0965
MEM 43.417969 1611229404.1025
MEM 43.417969 1611229414.1098
MEM 43.417969 1611229424.1201
MEM 43.417969 1611229434.1276
MEM 43.417969 1611229444.1405
MEM 43.417969 1611229454.1532
MEM 43.417969 1611229464.1601
MEM 43.417969 1611229474.1709
MEM 43.417969 1611229484.1769
MEM 43.417969 1611229494.1879
MEM 43.417969 1611229504.1983
MEM 43.417969 1611229514.2109
MEM 43.417969 1611229524.2261
MEM 43.417969 1611229534.2410
MEM 43.417969 1611229544.2488
MEM 43.417969 1611229554.2610
MEM 43.417969 1611229564.2717
MEM 43.417969 1611229574.2865
MEM 43.417969 1611229584.2997
MEM 43.417969 1611229594.3117
MEM 43.417969 1611229604.3243
MEM 43.417969 1611229614.3323
MEM 43.417969 1611229624.3457
MEM 43.417969 1611229634.3583
MEM 43.417969 1611229644.3637
MEM 43.417969 1611229654.3709
MEM 43.417969 1611229664.3793
MEM 43.417969 1611229674.3909
MEM 43.417969 1611229684.4049
MEM 43.417969 1611229694.4187
MEM 43.417969 1611229704.4340
MEM 43.417969 1611229714.4468
MEM 43.417969 1611229724.4539
MEM 43.417969 1611229734.4636
MEM 43.417969 1611229744.4757
MEM 43.417969 1611229754.4840
MEM 43.417969 1611229764.4990
MEM 43.417969 1611229774.5051
MEM 43.417969 1611229784.5185
MEM 43.417969 1611229794.5315
MEM 43.417969 1611229804.5423
MEM 43.417969 1611229814.5553
MEM 43.417969 1611229824.5685
MEM 43.417969 1611229834.5818
MEM 43.417969 1611229844.5884
MEM 43.417969 1611229854.6030
MEM 43.417969 1611229864.6156
MEM 43.417969 1611229874.6278
MEM 43.417969 1611229884.6377
MEM 43.417969 1611229894.6463
MEM 43.417969 1611229904.6554
MEM 43.417969 1611229914.6658
MEM 43.417969 1611229924.6713
MEM 43.417969 1611229934.6773
MEM 43.417969 1611229944.6845
MEM 43.417969 1611229954.6914
MEM 43.417969 1611229964.7013
MEM 43.347656 1611229974.7077
MEM 43.347656 1611229984.7182
MEM 43.347656 1611229994.7256
MEM 43.347656 1611230004.7348
MEM 43.347656 1611230014.7409
MEM 43.347656 1611230024.7484
MEM 43.347656 1611230034.7593
MEM 43.347656 1611230044.7692
MEM 43.347656 1611230054.7792
MEM 43.347656 1611230064.7896
MEM 43.347656 1611230074.7984
MEM 43.347656 1611230084.8090
MEM 43.347656 1611230094.8197
MEM 43.347656 1611230104.8295
MEM 43.347656 1611230114.8380
MEM 43.347656 1611230124.8473
MEM 43.386719 1611230134.8575
MEM 43.414062 1611230144.8673
MEM 43.414062 1611230154.8773
MEM 43.414062 1611230164.8870
MEM 43.414062 1611230174.8927
MEM 43.414062 1611230184.9028
MEM 43.414062 1611230194.9088
MEM 43.414062 1611230204.9168
MEM 43.414062 1611230214.9229
MEM 43.414062 1611230224.9231
MEM 43.414062 1611230234.9291
MEM 43.414062 1611230244.9327
MEM 43.414062 1611230254.9406
MEM 43.414062 1611230264.9477
MEM 43.414062 1611230274.9582
MEM 43.414062 1611230284.9676
MEM 43.414062 1611230294.9753
MEM 43.414062 1611230304.9819
MEM 43.417969 1611230314.9917
MEM 43.417969 1611230324.9975
MEM 43.417969 1611230335.0043
MEM 43.417969 1611230345.0141
MEM 43.417969 1611230355.0242
MEM 43.417969 1611230365.0349
MEM 43.417969 1611230375.0437
MEM 43.417969 1611230385.0541
MEM 43.417969 1611230395.0614
MEM 43.417969 1611230405.0689
MEM 43.417969 1611230415.0781
MEM 43.417969 1611230425.0853
MEM 43.417969 1611230435.0966
MEM 43.417969 1611230445.1032
MEM 43.417969 1611230455.1113
MEM 43.417969 1611230465.1203
MEM 43.417969 1611230475.1282
MEM 43.417969 1611230485.1381
MEM 43.347656 1611230495.1456
MEM 43.347656 1611230505.1542
MEM 43.347656 1611230515.1622
MEM 43.347656 1611230525.1714
MEM 43.347656 1611230535.1792
MEM 43.347656 1611230545.1903
MEM 43.347656 1611230555.1985
MEM 43.347656 1611230565.2057
MEM 43.347656 1611230575.2140
MEM 43.347656 1611230585.2221
MEM 43.347656 1611230595.2305
MEM 43.347656 1611230605.2403
MEM 43.347656 1611230615.2478
MEM 43.347656 1611230625.2560
MEM 43.347656 1611230635.2659
MEM 43.347656 1611230645.2741
MEM 43.390625 1611230655.2844
MEM 43.417969 1611230665.2956
MEM 43.417969 1611230675.3057
MEM 43.417969 1611230685.3161
MEM 43.417969 1611230695.3268
MEM 43.417969 1611230705.3364
MEM 43.417969 1611230715.3440
MEM 43.417969 1611230725.3539
MEM 43.417969 1611230735.3604
MEM 43.417969 1611230745.3697
MEM 43.417969 1611230755.3810
MEM 43.417969 1611230765.3907
MEM 43.417969 1611230775.4004
MEM 43.417969 1611230785.4078
MEM 43.417969 1611230795.4183
MEM 43.417969 1611230805.4247
MEM 43.417969 1611230815.4341
MEM 43.417969 1611230825.4432
MEM 43.417969 1611230835.4513
MEM 43.417969 1611230845.4619
MEM 43.417969 1611230855.4678
MEM 43.417969 1611230865.4780
MEM 43.417969 1611230875.4883
MEM 43.417969 1611230885.4965
MEM 43.417969 1611230895.5062
MEM 43.417969 1611230905.5116
MEM 43.417969 1611230915.5190
MEM 43.417969 1611230925.5302
MEM 43.417969 1611230935.5365
MEM 43.417969 1611230945.5443
MEM 43.417969 1611230955.5538
MEM 43.417969 1611230965.5610
MEM 43.417969 1611230975.5698
MEM 43.417969 1611230985.5759
MEM 43.417969 1611230995.5820
MEM 43.417969 1611231005.5869
MEM 43.417969 1611231015.5940
MEM 43.417969 1611231025.6027
MEM 43.417969 1611231035.6086
MEM 43.417969 1611231045.6161
MEM 43.417969 1611231055.6250
MEM 43.417969 1611231065.6348
MEM 43.417969 1611231075.6410
MEM 43.417969 1611231085.6506
MEM 43.417969 1611231095.6594
MEM 43.417969 1611231105.6697
MEM 43.417969 1611231115.6767
MEM 43.417969 1611231125.6822
MEM 43.417969 1611231135.6920
MEM 43.417969 1611231145.7009
MEM 43.417969 1611231155.7106
MEM 43.417969 1611231165.7170
MEM 43.417969 1611231175.7262
MEM 43.417969 1611231185.7343
MEM 43.417969 1611231195.7397
MEM 43.417969 1611231205.7489
MEM 43.417969 1611231215.7572
MEM 43.417969 1611231225.7649
MEM 43.417969 1611231235.7740
MEM 43.417969 1611231245.7801
MEM 43.417969 1611231255.7906
MEM 43.417969 1611231265.8007
MEM 43.417969 1611231275.8109
MEM 43.417969 1611231285.8192
MEM 43.417969 1611231295.8290
MEM 43.417969 1611231305.8371
MEM 43.417969 1611231315.8452
MEM 43.421875 1611231325.8538
MEM 43.421875 1611231335.8640
MEM 43.421875 1611231345.8738
MEM 43.421875 1611231355.8790
MEM 43.464844 1611231365.8855
MEM 43.464844 1611231375.8930
MEM 43.464844 1611231385.8995
MEM 43.464844 1611231395.9058
MEM 43.464844 1611231405.9159
MEM 43.464844 1611231415.9215
MEM 43.464844 1611231425.9275
MEM 43.464844 1611231435.9377
MEM 43.464844 1611231445.9476
MEM 43.464844 1611231455.9536
MEM 43.464844 1611231465.9638
MEM 43.464844 1611231475.9694
MEM 43.464844 1611231485.9784
MEM 43.464844 1611231495.9885
MEM 43.464844 1611231505.9966
MEM 43.464844 1611231516.0056
MEM 43.464844 1611231526.0121
MEM 43.464844 1611231536.0193
MEM 43.464844 1611231546.0306
MEM 43.464844 1611231556.0408
MEM 43.464844 1611231566.0462
MEM 43.464844 1611231576.0546
MEM 43.464844 1611231586.0633
MEM 43.464844 1611231596.0716
MEM 43.464844 1611231606.0809
MEM 43.464844 1611231616.0913
MEM 43.464844 1611231626.0986
MEM 43.464844 1611231636.1088
MEM 43.464844 1611231646.1182
MEM 43.468750 1611231656.1252
MEM 43.476562 1611231666.1312
MEM 43.492188 1611231676.1402
MEM 43.492188 1611231686.1499
MEM 43.503906 1611231696.1590
MEM 43.503906 1611231706.1675
MEM 43.503906 1611231716.1749
MEM 43.507812 1611231726.1819
MEM 43.507812 1611231736.1920
MEM 43.507812 1611231746.1987
MEM 43.507812 1611231756.2073
MEM 43.507812 1611231766.2163
MEM 43.507812 1611231776.2272
