CMDLINE python test_lib_memoryleak.py
MEM 43.507812 1611231786.2357
MEM 43.507812 1611231796.2466
MEM 43.511719 1611231806.2562
MEM 43.511719 1611231816.2660
MEM 43.511719 1611231826.2711
MEM 43.511719 1611231836.2808
MEM 43.511719 1611231846.2886
MEM 43.511719 1611231856.2987
MEM 43.445312 1611231866.3091
MEM 43.445312 1611231876.3180
MEM 43.445312 1611231886.3239
MEM 43.445312 1611231896.3304
MEM 43.445312 1611231906.3364
MEM 43.445312 1611231916.3468
MEM 43.445312 1611231926.3538
MEM 43.445312 1611231936.3639
MEM 43.445312 1611231946.3750
MEM 43.445312 1611231956.3817
MEM 43.445312 1611231966.3825
MEM 43.445312 1611231976.3868
MEM 43.445312 1611231986.3912
MEM 43.445312 1611231996.3981
MEM 43.445312 1611232006.4052
MEM 43.445312 1611232016.4138
MEM 43.484375 1611232026.4212
MEM 43.445312 1611232036.4283
MEM 43.445312 1611232046.4379
MEM 43.445312 1611232056.4441
MEM 43.445312 1611232066.4553
MEM 43.445312 1611232076.4688
MEM 43.445312 1611232086.4782
MEM 43.445312 1611232096.4887
MEM 43.445312 1611232106.5028
MEM 43.445312 1611232116.5102
MEM 43.445312 1611232126.5230
MEM 43.445312 1611232136.5339
MEM 43.445312 1611232146.5394
MEM 43.445312 1611232156.5502
MEM 43.445312 1611232166.5647
MEM 43.445312 1611232176.5736
MEM 43.496094 1611232186.5808
MEM 43.445312 1611232196.5903
MEM 43.445312 1611232206.6049
MEM 43.445312 1611232216.6140
MEM 43.445312 1611232226.6243
MEM 43.445312 1611232236.6393
MEM 43.445312 1611232246.6490
MEM 43.445312 1611232256.6625
MEM 43.445312 1611232266.6750
MEM 43.445312 1611232276.6820
MEM 43.445312 1611232286.6920
MEM 43.445312 1611232296.7035
MEM 43.445312 1611232306.7135
MEM 43.445312 1611232316.7261
MEM 43.445312 1611232326.7407
MEM 43.457031 1611232336.7497
MEM 43.503906 1611232346.7640
MEM 43.515625 1611232356.7765
MEM 43.515625 1611232366.7840
MEM 43.515625 1611232376.7934
MEM 43.531250 1611232386.8024
MEM 43.531250 1611232396.8147
MEM 43.531250 1611232406.8272
MEM 43.531250 1611232416.8349
MEM 43.531250 1611232426.8440
MEM 43.531250 1611232436.8561
MEM 43.535156 1611232446.8663
MEM 43.542969 1611232456.8779
MEM 43.542969 1611232466.8924
MEM 43.542969 1611232476.9046
MEM 43.542969 1611232486.9160
MEM 43.542969 1611232496.9287
MEM 43.542969 1611232506.9420
MEM 43.542969 1611232516.9537
MEM 43.542969 1611232526.9668
MEM 43.542969 1611232536.9794
MEM 43.542969 1611232546.9907
MEM 43.542969 1611232556.9965
MEM 43.542969 1611232567.0068
MEM 43.542969 1611232577.0177
MEM 43.542969 1611232587.0305
MEM 43.542969 1611232597.0377
MEM 43.542969 1611232607.0474
MEM 43.542969 1611232617.0623
MEM 43.542969 1611232627.0688
MEM 43.542969 1611232637.0812
MEM 43.542969 1611232647.0935
MEM 43.542969 1611232657.1052
MEM 43.542969 1611232667.1192
MEM 43.542969 1611232677.1326
MEM 43.542969 1611232687.1425
MEM 43.542969 1611232697.1526
MEM 43.542969 1611232707.1659
MEM 43.542969 1611232717.1804
MEM 43.542969 1611232727.1919
MEM 43.542969 1611232737.2024
MEM 43.542969 1611232747.2169
MEM 43.542969 1611232757.2273
MEM 43.542969 1611232767.2334
MEM 43.542969 1611232777.2484
MEM 43.542969 1611232787.2607
MEM 43.542969 1611232797.2736
MEM 43.542969 1611232807.2840
MEM 43.542969 1611232817.2939
MEM 43.542969 1611232827.3010
MEM 43.542969 1611232837.3072
MEM 43.542969 1611232847.3129
MEM 43.542969 1611232857.3221
MEM 43.542969 1611232867.3321
MEM 43.542969 1611232877.3379
MEM 43.542969 1611232887.3458
MEM 43.542969 1611232897.3521
MEM 43.542969 1611232907.3574
MEM 43.542969 1611232917.3649
MEM 43.542969 1611232927.3737
MEM 43.542969 1611232937.3818
MEM 43.542969 1611232947.3898
MEM 43.542969 1611232957.3972
MEM 43.542969 1611232967.4034
MEM 43.542969 1611232977.4131
MEM 43.542969 1611232987.4208
MEM 43.542969 1611232997.4286
MEM 43.542969 1611233007.4390
MEM 43.542969 1611233017.4466
MEM 43.542969 1611233027.4544
MEM 43.542969 1611233037.4604
MEM 43.542969 1611233047.4668
MEM 43.542969 1611233057.4738
MEM 43.542969 1611233067.4819
MEM 43.542969 1611233077.4875
MEM 43.542969 1611233087.4941
MEM 43.542969 1611233097.5000
MEM 43.542969 1611233107.5091
MEM 43.542969 1611233117.5168
MEM 43.542969 1611233127.5257
MEM 43.542969 1611233137.5345
MEM 43.542969 1611233147.5416
MEM 43.542969 1611233157.5522
MEM 43.542969 1611233167.5609
MEM 43.472656 1611233177.5698
MEM 43.472656 1611233187.5797
MEM 43.472656 1611233197.5899
MEM 43.472656 1611233207.5996
MEM 43.472656 1611233217.6060
MEM 43.472656 1611233227.6121
MEM 43.472656 1611233237.6210
MEM 43.472656 1611233247.6302
MEM 43.472656 1611233257.6486
MEM 43.472656 1611233267.6572
MEM 43.472656 1611233277.6671
MEM 43.472656 1611233287.6729
MEM 43.472656 1611233297.6802
MEM 43.472656 1611233307.6872
MEM 43.472656 1611233317.6937
MEM 43.492188 1611233327.7027
MEM 43.527344 1611233337.7134
MEM 43.558594 1611233347.7210
MEM 43.558594 1611233357.7295
MEM 43.558594 1611233367.7435
MEM 43.558594 1611233377.7499
MEM 43.558594 1611233387.7593
MEM 43.558594 1611233397.7687
MEM 43.558594 1611233407.7764
MEM 43.558594 1611233417.7834
MEM 43.558594 1611233427.7885
MEM 43.558594 1611233437.7985
MEM 43.558594 1611233447.8064
MEM 43.558594 1611233457.8160
MEM 43.558594 1611233467.8259
MEM 43.558594 1611233477.8355
MEM 43.558594 1611233487.8435
MEM 43.558594 1611233497.8497
MEM 43.558594 1611233507.8599
MEM 43.558594 1611233517.8690
MEM 43.558594 1611233527.8769
MEM 43.558594 1611233537.8864
MEM 43.558594 1611233547.8932
MEM 43.558594 1611233557.9002
MEM 43.558594 1611233567.9101
MEM 43.558594 1611233577.9165
MEM 43.558594 1611233587.9238
MEM 43.558594 1611233597.9382
MEM 43.558594 1611233607.9471
MEM 43.558594 1611233617.9557
MEM 43.558594 1611233627.9630
MEM 43.558594 1611233637.9690
MEM 43.558594 1611233647.9752
MEM 43.558594 1611233657.9803
MEM 43.558594 1611233667.9858
MEM 43.558594 1611233677.9869
MEM 43.558594 1611233687.9862
MEM 43.558594 1611233697.9925
MEM 43.558594 1611233707.9981
MEM 43.558594 1611233718.0091
MEM 43.558594 1611233728.0199
MEM 43.558594 1611233738.0278
MEM 43.558594 1611233748.0332
MEM 43.558594 1611233758.0424
MEM 43.558594 1611233768.0475
MEM 43.558594 1611233778.0526
MEM 43.558594 1611233788.0594
MEM 43.558594 1611233798.0666
MEM 43.558594 1611233808.0760
MEM 43.558594 1611233818.0860
MEM 43.558594 1611233828.0945
MEM 43.558594 1611233838.1043
MEM 43.566406 1611233848.1132
MEM 43.566406 1611233858.1223
MEM 43.566406 1611233868.1305
MEM 43.566406 1611233878.1383
MEM 43.570312 1611233888.1479
MEM 43.570312 1611233898.1545
MEM 43.570312 1611233908.1638
MEM 43.570312 1611233918.1723
MEM 43.570312 1611233928.1821
MEM 43.570312 1611233938.1868
MEM 43.570312 1611233948.1949
MEM 43.570312 1611233958.2029
MEM 43.570312 1611233968.2127
MEM 43.570312 1611233978.2197
MEM 43.570312 1611233988.2276
MEM 43.570312 1611233998.2356
MEM 43.570312 1611234008.2451
MEM 43.570312 1611234018.2524
MEM 43.570312 1611234028.2582
MEM 43.601562 1611234038.2656
MEM 43.660156 1611234048.2757
MEM 43.660156 1611234058.2837
MEM 43.660156 1611234068.2911
MEM 43.660156 1611234078.3006
MEM 43.660156 1611234088.3074
MEM 43.660156 1611234098.3157
MEM 43.660156 1611234108.3254
MEM 43.660156 1611234118.3328
MEM 43.660156 1611234128.3382
MEM 43.660156 1611234138.3479
MEM 43.660156 1611234148.3546
MEM 43.660156 1611234158.3601
MEM 43.687500 1611234168.3649
MEM 43.687500 1611234178.3722
MEM 43.699219 1611234188.3817
MEM 43.730469 1611234198.3880
MEM 43.730469 1611234208.3981
MEM 43.730469 1611234218.4057
MEM 43.730469 1611234228.4133
MEM 43.730469 1611234238.4226
MEM 43.730469 1611234248.4293
MEM 43.730469 1611234258.4366
MEM 43.730469 1611234268.4419
MEM 43.730469 1611234278.4506
MEM 43.730469 1611234288.4598
MEM 43.730469 1611234298.4679
MEM 43.730469 1611234308.4733
MEM 43.730469 1611234318.4780
MEM 43.730469 1611234328.4833
MEM 43.730469 1611234338.4906
MEM 43.730469 1611234348.4984
MEM 43.730469 1611234358.5079
MEM 43.730469 1611234368.5158
